# u, v, x, y, z
172,547,0.3505300283432007,0.3709999918937683,-0.5915341973304749
389,382,0.5047695636749268,0.24699999392032623,-0.6087139248847961
939,372,0.5193228721618652,-0.21199999749660492,-0.616007924079895
1178,540,0.3474980294704437,-0.35199999809265137,-0.6021081209182739
636,363,0.3707095980644226,0.03500000014901161,-0.6046026349067688
633,531,0.5293384790420532,0.03200000151991844,-0.628242552280426
701,360,0.5293384790420532,0.03200000151991844,-0.628242552280426
710,533,0.5282290577888489,-0.008999999612569809,-0.6393676996231079
